scientific name,common names,hymenium type,cap shape,gill type,stipe type,spore color,ecological type,edible,URL
tricholoma virgatum,ashen knight,gills,conical,adnexed,bare,white,mycorrhizal,"inedible, poisonous",https://en.wikipedia.org/wiki/Tricholoma_virgatum
boletus rubroflammeus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Boletus_rubroflammeus
agaricus pilatianus,none,gills,"convex, flat",free,ring,brown,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Agaricus_pilatianus
bolbitius titubans,"bolbitius vitellinus,sunny side up",gills,"ovate, flat","adnate, free",bare,brown,saprotrophic,unpalatable,https://en.wikipedia.org/wiki/Bolbitius_titubans
tricholoma atrosquamosum,dark-scaled knight,gills,convex,"adnate, free",bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_atrosquamosum
amanita parcivolvata,ringless false fly amanita,gills,"ovate, flat",free,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Amanita_parcivolvata
cuphophyllus pratensis,"meadow waxcap,meadow waxy cap,salmon waxy cap,butter meadowcap",gills,"umbonate, depressed",decurrent,bare,white,mycorrhizal,"choice, edible",https://en.wikipedia.org/wiki/Cuphophyllus_pratensis
tectella patellaris,veiled panus,gills,infundibuliform,free,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Tectella_patellaris
macrocybe titans,none,gills,convex,adnexed,bare,cream,saprotrophic,unknown,https://en.wikipedia.org/wiki/Macrocybe_titans
clitocybe fragrans,none,gills,flat,decurrent,bare,white,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Clitocybe_fragrans
exsudoporus floridanus,none,pores,"convex, flat",adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Exsudoporus_floridanus
clitocybe tarda,none,gills,convex,"adnate, decurrent",bare,pink,saprotrophic,unknown,https://en.wikipedia.org/wiki/Clitocybe_tarda
rickenella fibula,"omphalina fibula,orange moss navel",gills,"depressed, infundibuliform",decurrent,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Rickenella_fibula
amanita pseudoporphyria,hongo's false death cap,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Amanita_pseudoporphyria
morchella punctipes,none,smooth,conical,none,bare,"white, yellow-orange","saprotrophic, mycorrhizal","choice, allergic",https://en.wikipedia.org/wiki/Morchella_punctipes
agrocybe praecox,"spring fieldcap,spring agrocybe,early agrocybe",gills,convex,adnexed,ring,brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Agrocybe_praecox
clavaria fumosa,"grayish fairy club,smoky clavaria,smoky spindles",smooth,none,none,bare,white,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Clavaria_fumosa
hygrophorus olivaceoalbus,"olive wax cap,sheathed waxy cap",gills,umbonate,"adnate, decurrent","bare, ring",white,mycorrhizal,"choice, not recommended",https://en.wikipedia.org/wiki/Hygrophorus_olivaceoalbus
pholiota aurivella,golden pholiota,gills,campanulate,adnate,ring,brown,saprotrophic,"inedible, edible, unpalatable",https://en.wikipedia.org/wiki/Pholiota_aurivella
protostropharia semiglobata,"dung roundhead,halfglobe mushroom,hemispherical stropharia",gills,convex,adnate,ring,purple-black,saprotrophic,unpalatable,https://en.wikipedia.org/wiki/Protostropharia_semiglobata
entoloma murrayi,"yellow unicorn entoloma,unicorn pinkgill",gills,conical,adnate,bare,salmon,saprotrophic,unknown,https://en.wikipedia.org/wiki/Entoloma_murrayi
volvariella surrecta,piggyback rosegill,gills,"convex, flat",free,volva,pinkish-brown,parasitic,inedible,https://en.wikipedia.org/wiki/Volvariella_surrecta
clavulina cinerea,"gray coral,ashy coral mushroom",smooth,none,none,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Clavulina_cinerea
volvariella bombycina,"silky volvariella,silky sheath,silky rosegill,silver-silk straw mushroom,tree mushroom",gills,"conical, umbonate",free,volva,"pink, salmon",saprotrophic,"edible, choice",https://en.wikipedia.org/wiki/Volvariella_bombycina
psathyrella ammophila,dune brittlestem,gills,"campanulate, flat",adnate,bare,blackish-brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Psathyrella_ammophila
calocera viscosa,"yellow stagshorn,coral jelly fungus,jelly staghorn,yellow false coral,yellow tuning fork,jelly antler",smooth,none,none,bare,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Calocera_viscosa
boletus curtisii,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Boletus_curtisii
tricholoma vaccinum,"russet scaly tricholoma,scaly knight,fuzztop",gills,"convex, flat","adnate, sinuate",bare,white,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Tricholoma_vaccinum
mycena atkinsoniana,none,gills,"conical, flat",adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_atkinsoniana
boletus auripes,butter-foot bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Boletus_auripes
mycena chlorophos,none,gills,"conical, flat","free, adnexed",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_chlorophos
amanita zambiana,zambian slender caesar,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Amanita_zambiana
boletus subvelutipes,red-mouth bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Boletus_subvelutipes
pulveroboletus ravenelii,"ravenel's bolete,powdery sulfur bolete",pores,"convex, flat",none,ring,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Pulveroboletus_ravenelii
agrocybe putaminum,mulch fieldcap,gills,convex,adnate,ring,blackish-brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Agrocybe_putaminum
hapalopilus rutilans,"tender nesting polypore,purple dye polypore,cinnamon bracket",pores,convex,none,none,white,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Hapalopilus_rutilans
roridomyces austrororidus,austro dripping bonnet,gills,"convex, conical",adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Roridomyces_austrororidus
ramaria stricta,"strict-branch coral,strict coral mushroom",smooth,none,none,bare,yellow,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Ramaria_stricta
ramaria rasilispora,yellow coral,smooth,none,none,bare,yellow-orange,mycorrhizal,edible,https://en.wikipedia.org/wiki/Ramaria_rasilispora
cantharellus flavus,"american golden chanterelle,eastern yellow chanterelle,midwestern yellow chanterelle",ridges,"convex, infundibuliform",decurrent,bare,yellow,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cantharellus_flavus
amanita sphaerobulbosa,asian abrupt-bulbed lepidella,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,"poisonous, deadly",https://en.wikipedia.org/wiki/Amanita_sphaerobulbosa
phellodon tomentosus,"zoned phellodon,zoned cork hydnum",teeth,"flat, depressed",decurrent,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Phellodon_tomentosus
omphalotus japonicus,tsukiyotake,gills,infundibuliform,decurrent,bare,yellow,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Omphalotus_japonicus
parasola plicatilis,pleated inkcap,gills,"convex, depressed",free,bare,black,saprotrophic,inedible,https://en.wikipedia.org/wiki/Parasola_plicatilis
amanita volvata,volvate amanita,gills,"convex, flat",free,volva,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_volvata
amanita flavella,none,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_flavella
amanita subvaginata,australian false vaginata,gills,"convex, flat",free,volva,white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Amanita_subvaginata
agaricus brunneofibrillosus,"dusky mushroom,bleeding agaricus",gills,"convex, flat",free,ring,brown,saprotrophic,choice,https://en.wikipedia.org/wiki/Agaricus_brunneofibrillosus
mycena strobilinoides,"flame mycena,scarlet fairy helmet",gills,"campanulate, conical","adnate, decurrent",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_strobilinoides
lepiota castaneidisca,none,gills,campanulate,free,ring,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Lepiota_castaneidisca
lactarius pallescens,none,gills,"flat, depressed",subdecurrent,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_pallescens
lepiota cristata,"stinking dapperling,brown-eyed parasol,stinking parasol",gills,convex,free,ring,"white, buff",saprotrophic,"unknown, poisonous",https://en.wikipedia.org/wiki/Lepiota_cristata
rubroboletus rubrosanguineus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_rubrosanguineus
tricholoma aurantium,golden orange tricholoma,gills,"convex, umbonate","adnate, adnexed",bare,white,mycorrhizal,"inedible, edible, unpalatable",https://en.wikipedia.org/wiki/Tricholoma_aurantium
tricholoma caligatum,european matsutake,gills,convex,adnate,ring,white,mycorrhizal,"edible, choice",https://en.wikipedia.org/wiki/Tricholoma_caligatum
tricholoma fracticum,none,gills,convex,subdecurrent,ring,white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Tricholoma_fracticum
tricholoma pessundatum,none,gills,convex,"adnexed, free",bare,white,mycorrhizal,"poisonous, allergic",https://en.wikipedia.org/wiki/Tricholoma_pessundatum
tricholoma vernaticum,none,gills,"convex, flat",adnate,ring,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Tricholoma_vernaticum
volvopluteus earlei,none,gills,"ovate, flat",free,volva,"pink, pinkish-brown",saprotrophic,unknown,https://en.wikipedia.org/wiki/Volvopluteus_earlei
volvopluteus michiganensis,none,gills,"ovate, flat",free,volva,"pink, pinkish-brown",saprotrophic,unknown,https://en.wikipedia.org/wiki/Volvopluteus_michiganensis
craterellus fallax,none,ridges,infundibuliform,decurrent,bare,yellow-orange,mycorrhizal,choice,https://en.wikipedia.org/wiki/Craterellus_fallax
amanita augusta,"western yellow-veil,western yellow-veiled amanita",gills,convex,free,"ring,volva",white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Amanita_augusta
volvopluteus asiaticus,none,gills,"ovate, flat",free,volva,"pink, pinkish-brown",saprotrophic,unknown,https://en.wikipedia.org/wiki/Volvopluteus_asiaticus
cantharellus subpruinosus,none,ridges,infundibuliform,decurrent,bare,buff,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cantharellus_subpruinosus
rubroboletus dupainii,dupain's bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_dupainii
rubroboletus rhodosanguineus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_rhodosanguineus
inocybe griseolilacina,lilac leg fibrecap,gills,"convex, flat",adnexed,cortina,brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Inocybe_griseolilacina
arrhenia spathulata,none,ridges,infundibuliform,decurrent,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Arrhenia_spathulata
clitocybe albirhiza,snowmelt clitocybe,gills,"convex, umbonate","adnate, decurrent",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Clitocybe_albirhiza
floccularia albolanaripes,none,gills,"convex, umbonate",adnexed,ring,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Floccularia_albolanaripes
mycena purpureofusca,purple edge bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_purpureofusca
boletus subluridellus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Boletus_subluridellus
russula densifolia,"crowded russula,reddening russula",gills,"convex, depressed","adnate, decurrent",bare,white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Russula_densifolia
phlebia incarnata,none,ridges,offset,none,none,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Phlebia_incarnata
inocybe whitei,"inocybe pudica,blushing inocybe",gills,"campanulate, conical","adnate, sinuate",bare,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Inocybe_whitei
tricholoma populinum,"poplar tricholoma,sandy,cottonwood mushroom",gills,convex,adnexed,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_populinum
mycena alcalina,"alkaline mycena,stump fairy helmet",gills,conical,adnate,bare,white,saprotrophic,unpalatable,https://en.wikipedia.org/wiki/Mycena_alcalina
chlorophyllum hortense,none,gills,"convex, umbonate",free,ring,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Chlorophyllum_hortense
amauroderma rude,none,pores,"flat, depressed",none,bare,brown,saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Amauroderma_rude
coprinopsis radiata,"coprinus radiatus,miniature woolly inky cap",gills,"ovate, flat",free,bare,black,saprotrophic,unknown,https://en.wikipedia.org/wiki/Coprinopsis_radiata
amanita roseotincta,none,gills,convex,free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_roseotincta
callistosporium purpureomarginatum,none,gills,"convex, flat",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Callistosporium_purpureomarginatum
hydnellum fuscoindicum,violet hedgehog,teeth,"convex, depressed",decurrent,bare,brown,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Hydnellum_fuscoindicum
callistosporium luteo-olivaceum,none,gills,convex,"adnate, adnexed",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Callistosporium_luteo-olivaceum
xeromphalina cauticinalis,none,gills,"convex, flat","adnate, decurrent",bare,white,saprotrophic,"inedible, unknown",https://en.wikipedia.org/wiki/Xeromphalina_cauticinalis
albatrellus flettii,blue-capped polypore,pores,"convex, depressed",decurrent,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Albatrellus_flettii
paralepista flaccida,tawny funnel cap,gills,depressed,decurrent,bare,white,saprotrophic,"not recommended, edible",https://en.wikipedia.org/wiki/Paralepista_flaccida
hapalopilus croceus,none,pores,flat,none,none,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Hapalopilus_croceus
boletus rubriceps,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Boletus_rubriceps
discina ancilis,pig's ears,smooth,umbilicate,decurrent,bare,brown,saprotrophic,"not recommended, edible",https://en.wikipedia.org/wiki/Discina_ancilis
amanita pachycolea,"western grisette,stuntz's great ringless amanita",gills,campanulate,"free, adnate",volva,white,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Amanita_pachycolea
tricholoma sejunctum,yellow blusher,gills,convex,adnexed,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Tricholoma_sejunctum
arcangeliella crassa,gasteroid milk cap,gills,"convex, depressed",none,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Arcangeliella_crassa
amanita fuliginea,east asian brown death cap,gills,convex,free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_fuliginea
leucocoprinus cretaceus,none,gills,"convex, flat",free,ring,"white, cream",saprotrophic,unknown,https://en.wikipedia.org/wiki/Leucocoprinus_cretaceus
rubroboletus sinicus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_sinicus
hydnum umbilicatum,depressed hedgehog,teeth,umbilicate,adnate,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Hydnum_umbilicatum
lactifluus clarkeae,lactarius clarkeae,gills,"convex, infundibuliform","adnate, decurrent",bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactifluus_clarkeae
clavulinopsis laeticolor,"golden fairy club,handsome club",smooth,none,none,bare,white,saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Clavulinopsis_laeticolor
stropharia hornemannii,"luxuriant ringstalk,lacerated stropharia",gills,convex,"adnate, seceding",ring,"purple-brown, purple-black",saprotrophic,"inedible, poisonous",https://en.wikipedia.org/wiki/Stropharia_hornemannii
sphagnurus paluster,sphagnum greyling,gills,"conical, flat","adnate, sinuate",bare,white,parasitic,unknown,https://en.wikipedia.org/wiki/Sphagnurus_paluster
macrolepiota mastoidea,none,gills,"umbonate, flat",free,ring,"white, cream",saprotrophic,edible,https://en.wikipedia.org/wiki/Macrolepiota_mastoidea
pluteus americanus,none,gills,"convex, flat",free,bare,pink,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Pluteus_americanus
austrocortinarius australiensis,skirt webcap,gills,convex,adnate,cortina,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Austrocortinarius_australiensis
amanita sinicoflava,mandarin yellow ringless amanita,gills,convex,free,volva,white,mycorrhizal,"edible, not recommended",https://en.wikipedia.org/wiki/Amanita_sinicoflava
rubroboletus lupinus,wolf bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_lupinus
rubroboletus haematinus,none,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Rubroboletus_haematinus
aureoboletus moravicus,tawny bolete,pores,convex,adnate,bare,yellow,mycorrhizal,edible,https://en.wikipedia.org/wiki/Aureoboletus_moravicus
suillus caerulescens,douglas-fir suillus,pores,"convex, flat","adnate, decurrent","bare, ring",brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_caerulescens
imleria badia,bay bolete,pores,convex,adnate,bare,"olive, olive-brown",mycorrhizal,choice,https://en.wikipedia.org/wiki/Imleria_badia
phlegmacium glaucopus,blue-foot webcap,gills,convex,"adnate, free",cortina,reddish-brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Phlegmacium_glaucopus
cortinarius alboviolaceus,none,gills,"conical, umbonate","adnexed, adnate",cortina,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Cortinarius_alboviolaceus
auricularia auricula-judae,"wood ear,jelly ear,jew's ear",smooth,none,none,none,white,"saprotrophic, parasitic",edible,https://en.wikipedia.org/wiki/Auricularia_auricula-judae
gliophorus europerplexus,butterscotch waxcap,gills,umbonate,adnate,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Gliophorus_europerplexus
cortinarius sanguineus,"blood red webcap,blood red cortinarius",gills,convex,adnate,cortina,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Cortinarius_sanguineus
cortinarius trivialis,none,gills,"convex, flat",adnexed,cortina,reddish-brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Cortinarius_trivialis
hygrocybe nigrescens,blackening wax-cap,gills,conical,adnexed,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Hygrocybe_nigrescens
lacrymaria lacrymabunda,weeping widow mushroom,gills,campanulate,adnate,bare,black,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Lacrymaria_lacrymabunda
clavariadelphus pistillaris,common club coral,smooth,none,none,bare,white,mycorrhizal,"edible, edible, unpalatable",https://en.wikipedia.org/wiki/Clavariadelphus_pistillaris
coprinopsis ephemeroides,ringed dung inky cap,gills,convex,"adnexed, free",ring,black,saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Coprinopsis_ephemeroides
phlegmacium subfoetidum,none,gills,"umbonate, convex",adnexed,cortina,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Phlegmacium_subfoetidum
mycena crocea,walnut mycena,gills,"conical, convex",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_crocea
tubaria furfuracea,"scurfy twiglet,totally tedious tubaria",gills,"convex, flat","adnate, decurrent","bare, ring",brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Tubaria_furfuracea
pyrrhulomyces astragalinus,pinkish-orange pholiota,gills,"campanulate, convex","adnexed, free",bare,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Pyrrhulomyces_astragalinus
lactarius xanthogalactus,yellow-staining milkcap,gills,depressed,decurrent,bare,"white, yellow",mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_xanthogalactus
russula alutacea,none,gills,"convex, depressed","adnate, adnexed",bare,yellow,mycorrhizal,"unknown, not recommended",https://en.wikipedia.org/wiki/Russula_alutacea
russula maculata,none,gills,"convex, depressed","adnexed, free",bare,yellow,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Russula_maculata
craterellus calicornucopioides,none,ridges,infundibuliform,decurrent,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Craterellus_calicornucopioides
stropharia coronilla,"garland roundhead,garland stropharia",gills,"convex, flat",adnexed,ring,blackish-brown,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Stropharia_coronilla
chalciporus rubinellus,purple-red bolete,pores,"convex, conical",adnate,bare,brown,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Chalciporus_rubinellus
cortinarius elatior,wrinkled webcap,gills,"conical, umbonate",adnate,cortina,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Cortinarius_elatior
aureoboletus betula,shaggy stalked bolete,pores,convex,adnate,bare,olive,mycorrhizal,edible,https://en.wikipedia.org/wiki/Aureoboletus_betula
cortinarius evernius,none,gills,"campanulate, flat","adnate, sinuate",cortina,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Cortinarius_evernius
cantharocybe virosa,none,gills,convex,"adnate, decurrent",volva,white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Cantharocybe_virosa
amanita manginiana,"mangin's false death cap,chiu's false death cap",gills,umbonate,free,volva,white,mycorrhizal,"not recommended, unknown",https://en.wikipedia.org/wiki/Amanita_manginiana
amanita basii,none,gills,umbonate,free,volva,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Amanita_basii
amanita umbrinolutea,umber-zoned ringless amanita,gills,umbonate,free,volva,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_umbrinolutea
amanita flavorubens,"yellow american blusher,yellow american blushing amanita",gills,umbonate,free,volva,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_flavorubens
amanita virgineoides,false virgin's lepidella,gills,umbonate,free,volva,white,mycorrhizal,"unknown, not recommended",https://en.wikipedia.org/wiki/Amanita_virgineoides
amanita spreta,hated amanita,gills,umbonate,free,volva,white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Amanita_spreta
amanita longipes,none,gills,umbonate,free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_longipes
lentinus arcularius,spring polypore,pores,"convex, depressed",decurrent,bare,"cream, white",saprotrophic,inedible,https://en.wikipedia.org/wiki/Lentinus_arcularius
amanita multisquamosa,small funnel-veil amanita,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_multisquamosa
amanita rhopalopus,none,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_rhopalopus
amanita proxima,none,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Amanita_proxima
amanita chlorinosma,chlorine lepidella,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_chlorinosma
tricholomopsis decora,prunes and custard,gills,"convex, depressed",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Tricholomopsis_decora
